corp_code,corp_name,Audit Committee,Audit Committee ODs,Inside Directors,Outside Directors,Other Non-Exec Directors,Auditors,Female Voting,Male Voting,Voting Directors,Non Registered,Total Assets (2024),Total Assets (2023),Total Assets (2022),rcept_no
860332,메리츠금융지주,3,3,2,4,0,1,1,5,6,15,115578247112858.0,102235842680189.0,88977399369676.0,20250328001697
860730,에이리츠,0,0,2,2,0,0,1,3,4,2,82884263423.0,82285456068.0,89680360097.0,20250314000900
861076,케이탑리츠,0,0,2,3,0,0,0,5,5,2,205048917905.0,213094328463.0,270247968384.0,20250312000670
872984,이마트,3,3,3,4,0,0,1,6,7,0,33930639265588.0,33443865586475.0,33201721508714.0,20250318000688
877059,삼성바이오로직스,3,3,3,4,0,0,1,6,7,0,17336296349511.0,16046197209196.0,16582050258486.0,20250306000580
878696,에스케이바이오팜,0,0,2,4,1,0,3,4,7,17,1036810779623.0,723170577189.0,664241139428.0,20250318001091
878915,iM금융지주,7,7,1,7,0,1,1,7,8,6,94148635110781.0,93359783776425.0,89983920399637.0,20250318000693
896285,삼양사,3,3,4,5,0,0,1,8,9,24,3319926499915.0,3205001054507.0,2949649128405.0,20250319000739
904672,넷마블,5,5,3,5,1,0,1,8,9,0,8177066253496.0,7915865389294.0,8935573715860.0,20250321001686
911955,잇츠한불,3,3,3,3,0,0,0,6,6,6,516038762059.0,498568311609.0,486153355769.0,20250321001259
936787,애경케미칼,0,0,3,3,1,0,1,6,7,8,1356432222259.0,1308360653097.0,1234083722711.0,20250314001606
937324,한국타이어앤테크놀로지,3,3,2,6,0,0,1,7,8,0,15849744509888.0,12763305688360.0,12581364159005.0,20250318001355
939331,한국콜마,0,0,4,3,0,2,1,6,7,34,3126693019808.0,3009429377714.0,2933309479342.0,20250318001173
939687,동일고무벨트,0,0,1,3,1,0,1,4,5,0,354076507146.0,374040833046.0,381228401577.0,20250312000762
956930,동아에스티,0,0,3,4,0,0,0,7,7,17,1391734505157.0,1283760898034.0,1157724933604.0,20250321001967
968607,더본코리아,0,0,4,3,0,0,0,7,7,6,352697366866.0,208381292179.0,174725582891.0,20250320000574
972503,일진하이솔루스,0,0,2,1,1,1,0,4,4,4,344277767089.0,338352795709.0,342505450921.0,20250312000525
980122,JB금융지주,5,5,1,9,1,1,2,9,11,7,66721914000000.0,63403970000000.0,59828165000000.0,20250319000926
983040,한진칼,3,3,4,8,0,0,1,11,12,2,4207157981000.0,3784921894000.0,3915077622000.0,20250318001316
983271,NHN,3,3,3,3,0,0,1,5,6,0,3193036597819.0,3449677276360.0,3025182021029.0,20250331004208
990165,아세아시멘트,0,0,6,2,0,1,0,8,8,12,2195403207000.0,2120387916000.0,2040009732000.0,20250320001240
992871,종근당,0,0,4,2,0,2,1,5,6,34,1458764796383.0,1402428435512.0,1124882797791.0,20250325000403
1009789,코스맥스,0,0,3,1,0,1,0,4,4,42,1933713489313.0,1557077274819.0,1396450504662.0,20250416000526
1010110,더블유게임즈,3,3,3,3,0,0,0,6,6,2,1646281734989.0,1288624909154.0,1235636097982.0,20250318001413
1026157,쏘카,3,2,2,3,3,0,3,5,8,0,631516754233.0,679023237717.0,585713154632.0,20250318001072
1032413,해성디에스,3,3,3,3,1,0,0,7,7,0,794194183895.0,688727319732.0,659613821545.0,20250314001664
1032486,두산밥캣,4,4,2,4,0,0,1,5,6,13,8169804000.0,8043861000.0,7297709000.0,20250318001351
1035289,스타에스엠리츠,0,0,2,1,1,0,0,4,4,0,81910409782.0,99300326294.0,123102080292.0,20250407004316
1036446,서연이화,3,3,3,3,0,1,0,6,6,0,2953841527430.0,2357850900807.0,1930332276171.0,20250331003613
1042775,HL만도,3,3,3,4,0,0,1,6,7,93,7052043027166.0,6286700392151.0,5845841407280.0,20250326001216
1059605,디와이파워,0,0,3,1,0,1,0,4,4,6,353395292441.0,336728433730.0,327522399303.0,20250312001039
1060744,한솔제지,3,3,4,5,0,0,1,8,9,17,2016850557370.0,2074407699041.0,2210015517155.0,20250314001432
1060814,삼양패키징,0,0,2,1,1,1,0,4,4,4,667277219833.0,642040554408.0,642561004274.0,20250318001393
1093007,LS에코에너지,3,2,1,2,3,0,0,6,6,0,488677147541.0,408424609724.0,506732778044.0,20250318000837
1105153,두산로보틱스,3,3,4,3,0,0,0,7,7,3,421690971946.0,456422079722.0,62618404596.0,20250321001817
1108099,현대코퍼레이션홀딩스,3,3,2,3,1,0,0,6,6,3,376109428033.0,344014186935.0,296127566149.0,20250318000745
1128613,화승엔터프라이즈,3,3,2,3,2,0,0,7,7,0,1537604343788.0,1360570205531.0,1475831730945.0,20250317000315
1133217,카카오뱅크,3,3,2,5,1,1,1,7,8,18,62805282000000.0,54488157000000.0,39516079000000.0,20250411001905
1159233,솔루엠,0,0,3,2,0,1,0,5,5,22,982730815617.0,938644554384.0,1034302040090.0,20250320001637
1167056,샘표식품,0,0,3,1,0,1,0,4,4,10,369927923047.0,366709739033.0,350286507374.0,20250314000817
1168383,일동제약,0,0,4,2,0,2,0,6,6,15,589042895205.0,611260857045.0,655810213933.0,20250318001280
1180118,코람코더원리츠,0,0,4,0,8,4,0,12,12,0,511512336502.0,511857698897.0,512895889358.0,20250212000399
1190568,에이피알,3,3,2,3,0,0,1,4,5,4,565143563187.0,287309488243.0,183130939633.0,20250321001576
1194689,HD현대마린솔루션,4,4,2,4,1,0,1,6,7,9,1152227968481.0,656618146496.0,519815758191.0,20250509000499
1199550,HD현대에너지솔루션,3,3,2,3,0,0,0,5,5,6,453774373436.0,502056913859.0,652825960031.0,20250317000724
1204056,하이브,3,3,3,5,1,0,1,8,9,8,5479186860000.0,5345681487000.0,4870434315000.0,20250321001187
1205329,크라운제과,0,0,2,2,0,0,0,4,4,7,350878102877.0,338608141951.0,330163311049.0,20250320000868
1205709,HD현대,3,3,2,3,0,0,1,4,5,10,73866670219000.0,67982820888000.0,65570861076000.0,20250319001012
1205842,HD현대건설기계,3,3,2,3,0,0,1,4,5,16,3324625332000.0,3296953373000.0,3448586770000.0,20250327000348
1205851,HD현대일렉트릭,3,3,2,3,0,0,1,4,5,30,3795545096460.0,2910160077690.0,2435030170738.0,20250320001309
1208885,경동도시가스,0,0,2,1,1,1,0,4,4,4,947683277099.0,951329118368.0,1067615033035.0,20250318000876
1210677,씨케이솔루션,0,0,3,3,1,0,0,7,7,23,188423078176.0,136588232562.0,155553111109.0,20250320001576
1234297,미원에스씨,3,3,4,3,0,0,0,7,7,10,512101745784.0,461187881064.0,475733780981.0,20250312000902
1236897,제일약품,3,3,4,3,0,0,0,7,7,16,525699687066.0,487326297597.0,456891539429.0,20250317000697
1238169,오리온,3,3,2,3,0,0,0,5,5,0,4308449797008.0,3521385127842.0,3371683914220.0,20250318001260
1244601,카카오페이,3,3,1,4,1,0,1,5,6,10,4414712217433.0,3966486618370.0,3331422320817.0,20250313001156
1258507,롯데웰푸드,3,3,4,5,0,0,1,8,9,44,4341728167516.0,4199096312587.0,4105259178628.0,20250617000244
1261893,케이씨텍,3,3,6,3,0,0,0,9,9,29,549141198730.0,499951266115.0,483313331794.0,20250318001445
1262032,롯데이노베이트,0,0,3,3,0,0,1,5,6,17,950573044038.0,944050170382.0,871931521611.0,20250320001204
1263022,BGF리테일,3,3,2,5,0,0,1,6,7,0,3402590175982.0,3219078523118.0,2946235271626.0,20250318000733
1267170,SK케미칼,3,3,2,4,1,0,1,6,7,29,5367048627339.0,4158774903691.0,3945682879744.0,20250318000565
1267684,쿠쿠홈시스,3,3,1,3,0,0,0,4,4,3,1381577133923.0,1138110386834.0,1016960290726.0,20250331004301
1276594,신한알파리츠,0,0,2,0,12,2,4,10,14,0,2158801775445.0,2004292844565.0,1825422708400.0,20241211000290
1310269,HDC현대산업개발,3,3,3,3,0,0,1,5,6,34,7461863865856.0,7016268809820.0,7336326609377.0,20250318000895
1311408,에코프로머티,3,3,2,4,1,0,2,5,7,7,1290236698738.0,1104235205797.0,634913145189.0,20250402002504
1316227,효성티앤씨,3,3,3,3,0,0,0,6,6,46,4724182664945.0,4070471419196.0,4319879312472.0,20250312000116
1316236,효성화학,3,3,2,3,0,0,1,4,5,25,3272029757634.0,3115610852602.0,3131118899043.0,20250312001129
1316245,효성중공업,3,3,3,5,0,0,1,7,8,44,6218812921202.0,4761300218430.0,4693470608273.0,20250312000970
1316254,HS효성첨단소재,3,3,3,3,0,0,0,6,6,35,3820765107830.0,3167433916060.0,3055566647879.0,20250312001093
1319808,한일시멘트,3,3,3,4,0,0,0,7,7,15,2988334569492.0,2867925364376.0,2460836871897.0,20250317000951
1319899,SK바이오사이언스,3,3,2,4,1,0,0,7,7,25,2843596036892.0,1852439180084.0,2141931383550.0,20250317000856
1323032,케이카,3,3,1,3,3,0,0,8,8,10,524847598138.0,554118292957.0,534356690809.0,20250318000964
1325979,세아제강,0,0,3,4,0,0,1,6,7,14,1823848054024.0,1535913844662.0,1465129428987.0,20250312000987
1350869,우리금융지주,4,4,1,7,0,1,2,6,8,9,525753320000000.0,498004936000000.0,480474396000000.0,20250318001196
1363818,롯데리츠,0,0,2,0,0,0,0,2,2,0,2623648647194.0,2301822104866.0,2313651238698.0,20250312000767
1384787,시프트업,0,0,3,3,1,0,1,6,7,5,803831909889.0,203918102465.0,91904189243.0,20250319000952
1386916,SK아이이테크놀로지,3,3,1,4,1,0,3,3,6,12,4150138152000.0,4083815083000.0,3497335365000.0,20250317000867
1390344,HD현대중공업,3,3,2,3,0,0,1,4,5,121,19390946750000.0,17133618109000.0,16289398053000.0,20250318000897
1391033,NH프라임리츠,0,0,2,0,4,2,0,6,6,0,112623172402.0,106456041628.0,110564160617.0,20250214002376
1394377,이지스밸류플러스리츠,0,0,2,0,4,1,2,4,6,0,520480441607.0,579101258437.0,560953885769.0,20241121000504
1412725,두산퓨얼셀,4,4,2,4,0,0,0,6,6,5,1179654638065.0,1070842523161.0,1026929716010.0,20250318001214
1412822,솔루스첨단소재,3,3,2,3,2,0,0,7,7,0,2079395108546.0,1706722451080.0,1461040406251.0,20250319000924
1415892,제이알글로벌리츠,0,0,2,0,4,2,0,6,6,0,2146506925558.0,2124785872377.0,2056286188750.0,20250321001699
1428203,케이씨씨글라스,3,3,2,3,0,0,0,5,5,0,2494298894368.0,2223679597409.0,2209564785783.0,20250320001046
1430475,코람코라이프인프라리츠,0,0,2,0,4,2,0,6,6,0,1279218586238.0,1255981315541.0,1260156967376.0,20250211000671
1436558,신한서부티엔디리츠,0,0,2,0,6,2,0,8,8,0,968440003900.0,648090988551.0,621509408960.0,20250312000416
1436628,이지스레지던스리츠,0,0,2,0,4,2,0,6,6,0,401388501650.0,394405280398.0,363370309434.0,20250314001675
1437186,ESR켄달스퀘어리츠,0,0,2,0,8,2,2,8,10,0,2525183126010.0,2473297506408.0,2343918337381.0,20250218000559
1437292,미래에셋맵스리츠,0,0,2,0,4,2,2,4,6,0,302492164214.0,304265746997.0,292039569276.0,20250220001436
1442966,마스턴프리미어리츠,0,0,2,0,4,2,3,3,6,0,160414844184.0,155430160438.0,170145353553.0,20241223000285
1475609,디앤디플랫폼리츠,0,0,2,0,8,2,0,10,10,0,852959307008.0,856998452958.0,860319134363.0,20241202000425
1478712,대덕전자,0,0,3,1,0,1,0,4,4,29,1088723750887.0,1127535530258.0,1191756988159.0,20250319000892
1480780,NH올원리츠,0,0,2,0,4,2,0,6,6,0,654595069924.0,660449117491.0,695374934490.0,20250314001464
1497869,티와이홀딩스,3,3,3,4,0,0,0,7,7,5,1801419186444.0,2316936129612.0,2282963063406.0,20250320001392
1510489,프레스티지바이오파마,5,5,2,5,1,0,3,7,10,2,512323973.0,564899607.0,386583053.0,20240919000201
1515323,LG에너지솔루션,4,4,2,4,1,0,2,5,7,126,60306791000000.0,45437144000000.0,38299445000000.0,20250312000405
1519790,엠앤씨솔루션,0,0,2,3,2,0,1,6,7,3,357113314488.0,328756466141.0,555404479161.0,20250319000653
1524093,DL이앤씨,3,3,2,4,0,0,1,5,6,41,9712402219987.0,9344058758180.0,8974717444285.0,20250314001639
1532603,화승알앤에이,3,3,4,3,0,0,0,7,7,9,469867845903.0,430773739630.0,422569200239.0,20250321001314
1535150,SK리츠,0,0,4,0,0,0,0,4,4,0,4433542205994.0,4232565579262.0,4422943409055.0,20250312001045
1562589,LX홀딩스,3,3,3,4,0,0,0,7,7,3,1905018000000.0,1698527000000.0,1635041000000.0,20250321001172
1568413,F&F,0,0,4,3,0,0,2,5,7,19,2285904738684.0,2005097998970.0,1570179025400.0,20250318001144
1576102,미래에셋글로벌리츠,0,0,2,0,4,2,2,4,6,0,361337561141.0,369857871994.0,352325224080.0,20241213000520
1596425,SK스퀘어,3,3,1,3,1,0,1,4,5,0,21921051000000.0,17970008000000.0,22160583000000.0,20250319001044
1622720,KB스타리츠,0,0,2,0,5,2,0,7,7,0,1078591739263.0,1034432803924.0,982489297616.0,20241016000322
1649204,달바글로벌,2,2,2,2,1,0,1,4,5,5,136108165193.0,78003609126.0,39355570451.0,20250318000466
1669226,한화리츠,0,0,4,0,0,0,0,4,4,0,1586401656876.0,712472007685.0,710393030576.0,20250110000545
1688896,삼성FN리츠,0,0,4,0,8,4,0,12,12,0,882689580845.0,733710018545.0,737816409000.0,20250108000357
1702017,유니드비티플러스,0,0,2,1,0,1,0,3,3,3,235451613708.0,219885414270.0,213631274794.0,20250319000185
1712485,코오롱모빌리티그룹,0,0,4,2,1,1,0,7,7,2,960684387370.0,804299524207.0,,20250318001337
1714997,신한글로벌액티브리츠,0,0,1,0,4,1,1,4,5,0,167620136884.0,168359472640.0,178103822513.0,20241118000337
1721809,현대그린푸드,3,3,4,3,0,0,0,7,7,13,955626273000.0,880317203000.0,,20250314000805
1722437,한화갤러리아,0,0,2,3,0,0,1,4,5,14,1887829805034.0,1855072139756.0,,20250317000838
1760738,OCI,3,3,2,3,0,0,1,4,5,0,2283045417000.0,1990471193000.0,,20250314001304
1762569,이수스페셜티케미컬,0,0,3,1,0,1,0,4,4,8,299546745134.0,217960142410.0,,20250320001543
1765256,동국씨엠,3,3,2,3,0,0,1,4,5,12,1835139730494.0,1710734507031.0,,20250317000943
1765265,동국제강,3,3,2,3,0,0,1,4,5,20,3194015021446.0,3531787086236.0,,20250317000722
1770203,조선내화,0,0,3,3,1,0,0,7,7,0,575538213000.0,438033783000.0,,20250311000815
1784394,STX그린로지스,0,0,2,2,1,1,1,4,5,0,239026712635.0,73934283329.0,,20250320001570
1817081,SK이터닉스,0,0,1,1,2,1,0,4,4,3,731694676657.0,,,20250317000875
1854763,HS효성,0,0,3,0,0,0,0,3,3,12,1143492676338.0,,,20250312000990
1867758,한화비전,3,3,1,3,0,0,1,3,4,2,1591146181854.0,,,20250317000812
1882845,GS피앤엘,3,3,1,3,1,0,1,4,5,0,2269555200465.0,,,20250311001121
